id;session;query;annotation;query_state
215;yahoo-95;virginia tattoos;"[[\http://dbpedia.org/resource/Virginia\""] [\""http://dbpedia.org/resource/Tattoo\""]]""";IS
216;yahoo-96;word 2007 to 2003 converter;"[[\http://dbpedia.org/resource/Microsoft_Office_2007\""] [\""http://dbpedia.org/resource/Microsoft_Office_2003\""""] [\""http://dbpedia.org/resource/Data_conversion\""]]""";IS
217;yahoo-96;nokia lumia 920;"[[\http://dbpedia.org/resource/Nokia_Lumia_920\""]]""";NW
218;yahoo-97;usps.com;"[[\http://dbpedia.org/resource/United_States_Postal_Service\""]]""";IS
219;yahoo-99;honda pilot 2014;"[[\http://dbpedia.org/resource/Honda_Pilot\""] [\""http://dbpedia.org/resource/2014\""]]""";NW
220;yahoo-99;future honda pilot 2014;"[[\http://dbpedia.org/resource/Future\""] [\""http://dbpedia.org/resource/Honda_Pilot\""] [\""http://dbpedia.org/resource/2014\""]]""";SC
221;yahoo-99;future honda pilot;"[[\http://dbpedia.org/resource/Future\""] [\""http://dbpedia.org/resource/Honda_Pilot\""]]""";GE
222;yahoo-100;facebook;"[[\http://dbpedia.org/resource/Facebook\""]]""";IS
223;yahoo-101;missing girl dragged by hair;"[[\http://dbpedia.org/resource/Child_abduction\""] [\""http://dbpedia.org/resource/Hair\""]]""";IS
224;yahoo-101;cargo pants;"[[\http://dbpedia.org/resource/Cargo_pants\""]]""";NW
225;yahoo-101;dockers slacks;"[[\http://dbpedia.org/resource/Dockers\""] [\""http://dbpedia.org/resource/Trousers\""]]""";RE
226;yahoo-101;kristen stewart desperate;"[[\http://dbpedia.org/resource/Kristen_Stewart\""]]""";NW
227;yahoo-101;where is area code 503;"[[\http://dbpedia.org/resource/Telephone_numbering_plan\""] [\""http://dbpedia.org/resource/Area_codes_503_and_971\""]]""";NW
228;yahoo-101;where is area code 503 located;"[[\http://dbpedia.org/resource/Telephone_numbering_plan\""] [\""http://dbpedia.org/resource/Area_codes_503_and_971\""] [\""http://dbpedia.org/resource/Location_(geography)\""]]""";SC
229;yahoo-101;spinal stenosis;"[[\http://dbpedia.org/resource/Spinal_stenosis\""]]""";NW
230;yahoo-101;lumbar spinal stenosis;"[[\http://dbpedia.org/resource/Lumbar_spinal_stenosis\""]]""";SC
231;yahoo-101;human barbie;"[[\http://dbpedia.org/resource/Sarah_Burge\""]]""";NW
232;yahoo-102;anne hathaway;"[[\http://dbpedia.org/resource/Anne_Hathaway\""]]""";IS
233;yahoo-102;Anne Hathaway;"[[\http://dbpedia.org/resource/Anne_Hathaway\""]]""";RP
234;yahoo-104;candy tree centerpiece;"[[\http://dbpedia.org/resource/Candy\""] [\""http://dbpedia.org/resource/Centrepiece\""]]""";IS
235;yahoo-104;yahoo! calendar;"[[\http://dbpedia.org/resource/Yahoo!_Calendar\""]]""";NW
236;yahoo-104;yahoo! games;"[[\http://dbpedia.org/resource/Yahoo!_Games\""]]""";WS
237;yahoo-104;gooo;"[[\http://dbpedia.org/resource/Google\""]]""";NW
238;yahoo-104;google;"[[\http://dbpedia.org/resource/Google\""]]""";RP
239;yahoo-104;google homepage;"[[\http://dbpedia.org/resource/Google\""] [\""http://dbpedia.org/resource/Home_page\""]]""";SC
240;yahoo-104;happy kitchen hamburger;"[[\http://dbpedia.org/resource/Hamburger\""]]""";NW
241;yahoo-105;facebook;"[[\http://dbpedia.org/resource/Facebook\""]]""";IS
242;yahoo-106;brian stann;"[[\http://dbpedia.org/resource/Brian_Stann\""]]""";IS
243;yahoo-111;jon gruden rumors;"[[\http://dbpedia.org/resource/Jon_Gruden\""]]""";IS
244;yahoo-112;bj's;"[[\http://dbpedia.org/resource/BJ's_Restaurant_&_Brewery\""] [\""http://dbpedia.org/resource/BJ's_Wholesale_Club\""]]""";IS
245;yahoo-112;childfun;"[[\http://dbpedia.org/resource/ChildFund\""]]""";NW
246;yahoo-113;dog anal glands;"[[\http://dbpedia.org/resource/Dog\""] [\""http://dbpedia.org/resource/Anal_gland\""]]""";IS
247;yahoo-113;origami instructions;"[[\http://dbpedia.org/resource/Origami\""]]""";NW
248;yahoo-113;origami dollar;"[[\http://dbpedia.org/resource/Origami\""] [\""http://dbpedia.org/resource/Dollar\""]]""";WS
249;yahoo-113;kelly carlson;"[[\http://dbpedia.org/resource/Kelly_Carlson\""]]""";NW
250;yahoo-113;computer;"[[\http://dbpedia.org/resource/Computer\""]]""";NW
251;yahoo-113;complete idiot;"[[\http://dbpedia.org/resource/Complete_Idiot's_Guides\""]]""";NW
252;yahoo-113;complete idiot's guide;"[[\http://dbpedia.org/resource/Complete_Idiot's_Guides\""]]""";SC
253;yahoo-114;cheap lights dj;"[[\http://dbpedia.org/resource/Disc_jockey\""]]""";IS
254;yahoo-114;cheap lights dj equipment;"[[\http://dbpedia.org/resource/Disc_jockey\""]]";SC
255;yahoo-116;bow ties;"[[\http://dbpedia.org/resource/Bow_tie\""]]""";IS
256;yahoo-117;jenner divorce rumors;"[[\http://dbpedia.org/resource/Kris_Jenner\""] [\""http://dbpedia.org/resource/Divorce\""]]""";IS
257;yahoo-117;Jenner divorce rumors;"[[\http://dbpedia.org/resource/Kris_Jenner\""] [\""http://dbpedia.org/resource/Divorce\""] [\""http://dbpedia.org/resource/Rumor\""]]""";RP
258;yahoo-117;john mccain;"[[\http://dbpedia.org/resource/John_McCain\""]]""";NW
259;yahoo-118;microsoft tablet surface;"[[\http://dbpedia.org/resource/Microsoft_Surface\""] [\""http://dbpedia.org/resource/Microsoft_Surface\""]]""";IS
260;yahoo-119;netflix login;"[[\http://dbpedia.org/resource/Netflix\""] [\""http://dbpedia.org/resource/Login\""]]""";IS
261;yahoo-120;$23 million lottery winner forgot;"[[\http://dbpedia.org/resource/Lottery\""] [\""http://dbpedia.org/resource/Forgetting\]]""";IS
262;yahoo-121;firfox;"[[\http://dbpedia.org/resource/Firefox\""]]""";IS
263;yahoo-122;youtube;"[[\http://dbpedia.org/resource/YouTube\""]]""";IS
264;yahoo-123;psd401;"[[\http://dbpedia.org/resource/Peninsula_School_District\""]]""";IS
265;yahoo-125;new york times square church;"[[\http://dbpedia.org/resource/Times_Square_Church\""]]""";IS
266;yahoo-126;yahoo mail;"[[\http://dbpedia.org/resource/Yahoo!_Mail\""]]""";IS
267;yahoo-126;iphone;"[[\http://dbpedia.org/resource/IPhone\""]]""";NW
268;yahoo-126;iphone 5;"[[\http://dbpedia.org/resource/IPhone_5\""]]""";SC
269;yahoo-126;jim mora;"[[\http://dbpedia.org/resource/Jim_L._Mora\""] [\""http://dbpedia.org/resource/Jim_E._Mora\""] [\""http://dbpedia.org/resource/Jim_Mora_(broadcaster)\""]]""";NW
270;yahoo-126;yahoo! mail;"[[\http://dbpedia.org/resource/Yahoo!_Mail\""]]""";NW
271;yahoo-126;Yahoo! Mail;"[[\http://dbpedia.org/resource/Yahoo!_Mail\""]]""";RP
272;yahoo-126;yahoo;"[[\http://dbpedia.org/resource/Yahoo!\""]]""";GE
273;yahoo-126;yahoo login;"[[\http://dbpedia.org/resource/Yahoo!\""] [\""http://dbpedia.org/resource/Login\""]]""";SC
274;yahoo-126;yahoo mail login;"[[\http://dbpedia.org/resource/Yahoo!_Mail\""] [\""http://dbpedia.org/resource/Login\""]]""";SC
275;yahoo-126;check my yahoo mail;"[[\http://dbpedia.org/resource/Yahoo!_Mail\""]]""";WS
276;yahoo-126;yahoo london;"[[\http://dbpedia.org/resource/Yahoo!\""] [\""http://dbpedia.org/resource/London\""]]""";WS
277;yahoo-126;yahoo long distance;"[[\http://dbpedia.org/resource/Yahoo!\""]]""";WS
278;yahoo-127;city of grandville, mi;"[[\http://dbpedia.org/resource/Grandville_Michigan\""] [\""http://dbpedia.org/resource/Michigan\""]]""";IS
279;yahoo-127;drudge report;"[[\http://dbpedia.org/resource/Drudge_Report\""]]""";NW
280;yahoo-128;french test online;"[[\http://dbpedia.org/resource/French_language\""] [\""http://dbpedia.org/resource/Test_(assessment)\""] [\""http://dbpedia.org/resource/Online_and_offline\""]]""";IS
281;yahoo-128;french test for beginners;"[[\http://dbpedia.org/resource/French_language\""] [\""http://dbpedia.org/resource/Test_(assessment)\""]]""";WS
282;yahoo-128;jim mora;"[[\http://dbpedia.org/resource/Jim_L._Mora\""] [\""http://dbpedia.org/resource/Jim_E._Mora\""] [\""http://dbpedia.org/resource/Jim_Mora_(broadcaster)\]]""";NW
283;yahoo-128;cambridge;"[[\http://dbpedia.org/resource/University_of_Cambridge\""]]""";NW
284;yahoo-128;cambridge engineering;"[[\http://dbpedia.org/resource/Department_of_Engineering_University_of_Cambridge\""]]""";SC
285;yahoo-128;cambridge english test;"[[\http://dbpedia.org/resource/University_of_Cambridge\""] [\""http://dbpedia.org/resource/English_language\""] [\""http://dbpedia.org/resource/Test_(assessment)\""]]""";WS
286;yahoo-129;dollar euro exchange rate;"[[\http://dbpedia.org/resource/Dollar\""] [\""http://dbpedia.org/resource/Euro\""] [\""http://dbpedia.org/resource/Exchange_rate\]]""";IS
287;yahoo-129;irvine california;"[[\http://dbpedia.org/resource/Irvine_California\""] [\""http://dbpedia.org/resource/California\""]]""";NW
288;yahoo-130;linkedin;"[[\http://dbpedia.org/resource/LinkedIn\""]]""";IS
289;yahoo-131;aol.com;"[[\http://dbpedia.org/resource/AOL\""]]""";IS
290;yahoo-131;aol.com mail;"[[\http://dbpedia.org/resource/AOL\""] [\""http://dbpedia.org/resource/AOL_Mail\""]""";SC
291;yahoo-132;detroit skate club;"[[\http://dbpedia.org/resource/Detroit\""]]""";IS
292;yahoo-132;laurel park mall;"[[\http://dbpedia.org/resource/Laurel_Park_Place\""]]""";NW
293;yahoo-135;cebu pacific airlines;"[[\http://dbpedia.org/resource/Cebu_Pacific\""]]""";IS
294;yahoo-135;cebu pacific airlines promo fare;"[[\http://dbpedia.org/resource/Cebu_Pacific\""] [\""http://dbpedia.org/resource/Promotion_(marketing)\""] [\""http://dbpedia.org/resource/Fare\""]]""";SC
295;yahoo-136;xbox live halo 4;"[[\http://dbpedia.org/resource/Xbox_Live\""] [\""http://dbpedia.org/resource/Halo_4\""]]""";IS
296;yahoo-137;solo's husband in jail;"[[\http://dbpedia.org/resource/Hope_Solo\""] [\""http://dbpedia.org/resource/Husband\""] [\""http://dbpedia.org/resource/Prison\""]]""";IS
297;yahoo-138;2013 accord;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Honda_Accord\""]]""";IS
298;yahoo-138;2013 altima recall;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Nissan_Altima\""] [\""http://dbpedia.org/resource/Product_recall\""]]""";WS
299;yahoo-138;2013 altima sedan;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Nissan_Altima\""] [\""http://dbpedia.org/resource/Sedan_(automobile)\""]]""";WS
300;yahoo-138;honda 2013 accord sedan;"[[\http://dbpedia.org/resource/Honda\""] [\""http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Honda_Accord\""] [\""http://dbpedia.org/resource/Sedan_(automobile)\""]]""";WS
301;yahoo-138;2013 accord sedan;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Honda_Accord\""] [\""http://dbpedia.org/resource/Sedan_(automobile)\""]]""";WS
302;yahoo-138;2013 accord sedan;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Honda_Accord\""] [\""http://dbpedia.org/resource/Sedan_(automobile)\""]]""";RP
303;yahoo-138;2013 accord sedan photos;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Honda_Accord\""] [\""http://dbpedia.org/resource/Sedan_(automobile)\""] [\""http://dbpedia.org/resource/Photography\""]]""";SC
304;yahoo-138;2013 kia optima;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Kia_Optima\""]]""";WS
305;yahoo-138;2013 rav4;"[[\http://dbpedia.org/resource/2013\""]]""";WS
306;yahoo-138;2013 equinox;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Chevrolet_Equinox\""]]""";WS
307;yahoo-138;2013 lacrosse buick;"[[\http://dbpedia.org/resource/2013""] [\""http://dbpedia.org/resource/Buick_LaCrosse\""]]""";WS
308;yahoo-138;2013 taurus;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Ford_Taurus\""]]""";WS
309;yahoo-138;2013 camry;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Toyota_Camry\""]]""";WS
310;yahoo-138;2013 camry redesign;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Toyota_Camry\""] [\""http://dbpedia.org/resource/Design\""]]""";SC
311;yahoo-138;2013 mazda cx5;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Mazda\""] [\""http://dbpedia.org/resource/Mazda_CX-5\""]]""";WS
312;yahoo-138;2013 mustang;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Ford_Mustang\""]]""";WS
313;yahoo-138;2013 malibu;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Chevrolet_Malibu\""]]""";WS
314;yahoo-138;2013 malibu pictures;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Chevrolet_Malibu\""] [\""http://dbpedia.org/resource/Photography\""]]""";SC
315;yahoo-138;2013 malibu price;"[[\http://dbpedia.org/resource/2013\""] [\""http://dbpedia.org/resource/Chevrolet_Malibu\""] [\""http://dbpedia.org/resource/Price\""]]""";WS
316;yahoo-139;raspberry cheesecake recipe;"[[\http://dbpedia.org/resource/Raspberry\""] [\""http://dbpedia.org/resource/Cheesecake\""] [\""http://dbpedia.org/resource/Recipe\""]]""";IS
317;yahoo-139;dark chocolate cheesecake recipe;"[[\http://dbpedia.org/resource/Types_of_chocolate\""] [\""http://dbpedia.org/resource/Cheesecake\""] [\""http://dbpedia.org/resource/Recipe\""]]""";WS
318;yahoo-139;dewayne wade and gabriel union;"[[\http://dbpedia.org/resource/Dwyane_Wade\""] [\""http://dbpedia.org/resource/Gabrielle_Union\""]]""";NW
319;yahoo-139;elizabeth banks baby;"[[\http://dbpedia.org/resource/Elizabeth_Banks\""] [\""http://dbpedia.org/resource/Infant\""]]""";NW
320;yahoo-139;illinois lottery;"[[\http://dbpedia.org/resource/Illinois\""] [\""http://dbpedia.org/resource/Lottery\""]]""";NW
321;yahoo-139;lens crafters;"[[\http://dbpedia.org/resource/LensCrafters\""]]""";NW
322;yahoo-139;fluconazole;"[[\http://dbpedia.org/resource/Fluconazole\""]]""";NW
323;yahoo-139;fluconazole diflucan;"[[\http://dbpedia.org/resource/Fluconazole\""]]""";SC
324;yahoo-140;bob dole hospitalized;"[[\http://dbpedia.org/resource/Bob_Dole\""] [\""http://dbpedia.org/resource/Inpatient_care\""]]""";IS
325;yahoo-140;Bob Dole hospitalized;"[[\http://dbpedia.org/resource/Bob_Dole\""] [\""http://dbpedia.org/resource/Inpatient_care\""]]""";RP
326;yahoo-140;adam levine slams;"[[\http://dbpedia.org/resource/Adam_Levine\""]]""";NW
327;yahoo-140;dancing with the stars;"[[\http://dbpedia.org/resource/Dancing_with_the_Stars_(U.S._TV_series)\""]]""";NW
328;yahoo-140;nobel winner dies;"[[\http://dbpedia.org/resource/List_of_Nobel_laureates\""] [\""http://dbpedia.org/resource/Death\""]]""";NW
329;yahoo-140;Nobel winner dies;"[[\http://dbpedia.org/resource/List_of_Nobel_laureates\""] [\""http://dbpedia.org/resource/Death\""]]""";RP
330;yahoo-140;jeb bush;"[[\http://dbpedia.org/resource/Jeb_Bush\""]]""";NW
331;yahoo-140;bentleyschool.net;"[[\http://dbpedia.org/resource/Bentley_School\""]]""";NW
332;yahoo-140;jack pardee cancer;"[[\http://dbpedia.org/resource/Jack_Pardee\""] [\""http://dbpedia.org/resource/Cancer\""]]""";NW
333;yahoo-140;Jack Pardee cancer;"[[\http://dbpedia.org/resource/Jack_Pardee\""] [\""http://dbpedia.org/resource/Cancer\]]""";RP
334;yahoo-140;shia labeouf breakup;"[[\http://dbpedia.org/resource/Shia_LaBeouf\""] [\""http://dbpedia.org/resource/Breakup\""]]""";NW
335;yahoo-143;mp3 players;"[[\http://dbpedia.org/resource/Portable_media_player\""]]""";IS
336;yahoo-144;springfield mo movie theaters;"[[\http://dbpedia.org/resource/Springfield_Missouri\] [\""http://dbpedia.org/resource/Missouri\""] [\""http://dbpedia.org/resource/Movie_theater\""]]""";IS
337;yahoo-147;uitm jengka;"[[\http://dbpedia.org/resource/Universiti_Teknologi_MARA\""] [\""http://dbpedia.org/resource/Bandar_Pusat_Jengka\""]]""";IS
338;yahoo-148;gmail;"[[\http://dbpedia.org/resource/Gmail\""]]""";IS
339;yahoo-148;gamil;"[[\http://dbpedia.org/resource/Gmail\""]]""";RP
340;yahoo-149;espn;"[[\http://dbpedia.org/resource/ESPN\""]]""";IS
341;yahoo-150;facebook obama slur;"[[\http://dbpedia.org/resource/Facebook\""] [\""http://dbpedia.org/resource/Barack_Obama\""] [\""http://dbpedia.org/resource/Pejorative\""]]""";IS
342;yahoo-150;Facebook Obama slur;"[[\http://dbpedia.org/resource/Facebook\""] [\""http://dbpedia.org/resource/Barack_Obama\""] [\""http://dbpedia.org/resource/Pejorative\""]]""";RP
343;yahoo-150;lee macphail dies;"[[\http://dbpedia.org/resource/Lee_MacPhail\""] [\""http://dbpedia.org/resource/Death\""]]""";NW
344;yahoo-151;gangnam video;"[[\http://dbpedia.org/resource/Gangnam_Style\""] [\""http://dbpedia.org/resource/Music_video\""]]""";IS
345;yahoo-153;yahoo;"[[\http://dbpedia.org/resource/Yahoo!\""]]""";IS
346;yahoo-155;tumblr fashion;"[[\http://dbpedia.org/resource/Tumblr\""] [\""http://dbpedia.org/resource/Fashion\""]]""";IS
347;yahoo-155;tumblr fat;"[[\http://dbpedia.org/resource/Tumblr\""] [\""http://dbpedia.org/resource/Fat\""]]""";WS
348;yahoo-155;tumblr fat girls;"[[\http://dbpedia.org/resource/Tumblr\""] [\""http://dbpedia.org/resource/Fat\""] [\""http://dbpedia.org/resource/Girl\""]]""";SC
349;yahoo-155;tumblr themes;"[[\http://dbpedia.org/resource/Tumblr\""]]""";WS
350;yahoo-157;man sues ugly baby;"[[\http://dbpedia.org/resource/Man\""] [\""http://dbpedia.org/resource/Lawsuit\""] [\""http://dbpedia.org/resource/Beauty\""] [\""http://dbpedia.org/resource/Infant\""]]""";IS
351;yahoo-160;officer shot 12 times;"[[\http://dbpedia.org/resource/Peace_officer\""] [\""http://dbpedia.org/resource/Shooting\""]]""";IS
352;yahoo-162;amazon;"[[\http://dbpedia.org/resource/Amazon.com\""]]""";IS
353;yahoo-163;mexican mayor killed;"[[\http://dbpedia.org/resource/Mexico\""] [\""http://dbpedia.org/resource/Mayor\""] [\""http://dbpedia.org/resource/Death\""]]""";IS
354;yahoo-164;anchors resign on air;"[[\http://dbpedia.org/resource/News_presenter\""] [\""http://dbpedia.org/resource/Resignation\""] [\""http://dbpedia.org/resource/Broadcasting\""]]""";IS
355;yahoo-164;Anchors resign on air;"[[\http://dbpedia.org/resource/News_presenter\""] [\""http://dbpedia.org/resource/Resignation\""] [\""http://dbpedia.org/resource/Broadcasting\""]]""";RP
356;yahoo-164;dirty jobs canceled;"[[\http://dbpedia.org/resource/Dirty_Jobs\""] [\""http://dbpedia.org/resource/Cancellation_(television)\""]]""";NW
357;yahoo-165;converse;"[[\http://dbpedia.org/resource/Converse_(shoe_company)\""]]""";IS
358;yahoo-167;oklahoma school of science and mathematics;"[[\http://dbpedia.org/resource/Oklahoma_School_of_Science_and_Mathematics\""]]""";IS
359;yahoo-168;windows 2000 sp4;"[[\http://dbpedia.org/resource/Windows_2000\""]]""";IS
360;yahoo-168;pa child support;"[[\http://dbpedia.org/resource/Pennsylvania\""] [\""http://dbpedia.org/resource/Child_support\""]]""";NW
361;yahoo-169;contact the white house;"[[\http://dbpedia.org/resource/White_House\""]]""";IS
362;yahoo-169;texas secession;"[[\http://dbpedia.org/resource/Texas\""] [\""http://dbpedia.org/resource/Secession\""]]""";NW
363;yahoo-170;valerie eliot dies;"[[\http://dbpedia.org/resource/Valerie_Eliot\""] [\""http://dbpedia.org/resource/Death\""]]""";IS
364;yahoo-171;ky powerball;"[[\http://dbpedia.org/resource/Kentucky\""] [\""http://dbpedia.org/resource/Powerball\""]]""";IS
365;yahoo-171;facebook;"[[\http://dbpedia.org/resource/Facebook\""]]""";NW
366;yahoo-172;$425 million jackpot;"[[\http://dbpedia.org/resource/Progressive_jackpot\""]]""";IS
367;yahoo-173;va benefits;"[[\http://dbpedia.org/resource/Virginia\""] [\""http://dbpedia.org/resource/Health_insurance\""]]""";IS
368;yahoo-175;spanish to english translation;"[[\http://dbpedia.org/resource/Spanish_language\""] [\""http://dbpedia.org/resource/English_language\""] [\""http://dbpedia.org/resource/Translation\""]]""";IS
369;yahoo-176;samsung mobile phones;"[[\http://dbpedia.org/resource/Samsung\""] [\""http://dbpedia.org/resource/Mobile_phone\""]]""";IS
370;yahoo-176;amazon black friday 2012;"[[\http://dbpedia.org/resource/Amazon.com\""] [\""http://dbpedia.org/resource/Black_Friday_(shopping)\""] [\""http://dbpedia.org/resource/2012\""]]""";NW
371;yahoo-178;aetv;"[[\http://dbpedia.org/resource/A&E_(TV_channel)\""]]""";IS
372;yahoo-179;comcast xfinity;"[[\http://dbpedia.org/resource/Comcast\""] [\""http://dbpedia.org/resource/Comcast\""]]""";IS
373;yahoo-180;kardashian holiday card;"[[\http://dbpedia.org/resource/Kardashian\""] [\""http://dbpedia.org/resource/Christmas_card\""]]""";IS
